data,model,phonol_emb,fixed_emb,emsize,nhid,nlayers,lr,anneal_factor,anneal_train,patience,clip,epochs,dropout,tied,seed,cuda,stress,log_interval,save_dir,summary,condition,run,feat_tree,alphabet,set_unset_nodes,random_reset,epoch,train_loss,val_loss,val_ppl,epoch_time,current_lr,run_cond
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,1,True,True,200,results/celex_lemma_impatient_25runs/0-1,results/celex_lemma_impatient_25runs/summary.csv,0,1,Futrell,IPA,True,False,22,1.954079099235932,2.73228515625,15.367965126724155,135.4960000514984,1.4901161193847656e-08,0-1
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,1,True,True,200,results/celex_lemma_impatient_25runs/0-1,results/celex_lemma_impatient_25runs/summary.csv,0,1,Futrell,IPA,True,False,23,1.953630641333262,2.7322853515625,15.367968128280136,135.2002580165863,3.725290298461914e-09,0-1
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,1,True,True,200,results/celex_lemma_impatient_25runs/0-1,results/celex_lemma_impatient_25runs/summary.csv,0,1,Futrell,IPA,True,False,24,1.9548243759572506,2.7322853515625,15.367968128280136,134.7665731906891,3.725290298461914e-09,0-1
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,1,True,True,200,results/celex_lemma_impatient_25runs/0-1,results/celex_lemma_impatient_25runs/summary.csv,0,1,Futrell,IPA,True,False,25,1.9562210518221061,2.73228515625,15.367965126724155,134.86332058906555,3.725290298461914e-09,0-1
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,1,2.5612207566459975,2.999623046875,20.077967044111592,135.00326681137085,1.0,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,2,2.3796825246334077,2.8854884765625,17.91231520500279,134.73248553276062,1.0,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,3,2.3189034622530142,2.68655390625,14.68099655719839,135.6662139892578,1.0,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,4,2.2785271651705106,2.7467208984375,15.5914221124425,135.13534808158875,1.0,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,5,2.1447034474253655,2.7170998046875,15.136360125717173,134.948082447052,0.25,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,6,2.080988156936566,2.6712373046875,14.457846892172329,135.36545133590698,0.0625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,7,2.0647844566245874,2.6674830078125,14.403669605209954,134.90548515319824,0.0625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,8,2.0493042352080346,2.62706953125,13.833172766358702,135.1002562046051,0.0625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,9,2.0394724359552066,2.619581640625,13.72997831822062,135.08093857765198,0.0625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,10,2.028989952659607,2.6218154296875,13.76068247415274,135.2022409439087,0.0625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,11,2.0097376716196536,2.6064580078125,13.550968324194052,134.937157869339,0.015625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,12,2.0032870619634786,2.6043154296875,13.521965397503378,135.0340130329132,0.015625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,13,1.9999857527871927,2.610490234375,13.605719208421126,134.87427306175232,0.015625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,14,1.994543572207292,2.604678515625,13.526875924404257,134.6534972190857,0.00390625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,15,1.9916868024071057,2.6040412109375,13.518257929406397,135.05004000663757,0.0009765625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,16,1.9912445726116499,2.6029302734375,13.503248328645835,135.44548416137695,0.0009765625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,17,1.9909551236232121,2.6027306640625,13.50055322267964,135.5351369380951,0.0009765625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,18,1.9915309471726417,2.6026447265625,13.499393068738149,135.18892645835876,0.000244140625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,19,1.9916557617008686,2.602366015625,13.495631164506557,135.02564120292664,0.000244140625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,20,1.9907939491113027,2.6022470703125,13.494026017904535,135.12189412117004,0.000244140625,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,21,1.9904982489287852,2.602209375,13.493517365963866,136.72997426986694,6.103515625e-05,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,22,1.9903913350443045,2.6021703125,13.492990285736361,139.5314438343048,1.52587890625e-05,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,23,1.991088215015332,2.60211328125,13.49222078557711,135.47008514404297,3.814697265625e-06,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,24,1.9917079265177249,2.6021111328125,13.492191798415156,135.2834014892578,9.5367431640625e-07,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,2,True,True,200,results/celex_lemma_impatient_25runs/0-2,results/celex_lemma_impatient_25runs/summary.csv,0,2,Futrell,IPA,True,False,25,1.991976225455602,2.6021041015625,13.49209693177509,137.4250214099884,2.384185791015625e-07,0-2
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,3,True,True,200,results/celex_lemma_impatient_25runs/0-3,results/celex_lemma_impatient_25runs/summary.csv,0,3,Futrell,IPA,True,False,1,2.566146569510301,2.9841041015625,19.76878347822219,135.54070806503296,1.0,0-3
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,3,True,True,200,results/celex_lemma_impatient_25runs/0-3,results/celex_lemma_impatient_25runs/summary.csv,0,3,Futrell,IPA,True,False,2,2.380898824409644,2.8985888671875,18.148517323114397,135.14080810546875,1.0,0-3
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,3,True,True,200,results/celex_lemma_impatient_25runs/0-3,results/celex_lemma_impatient_25runs/summary.csv,0,3,Futrell,IPA,True,False,3,2.320643566075961,2.6807716796875,14.596352659870021,135.39145731925964,1.0,0-3
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,3,True,True,200,results/celex_lemma_impatient_25runs/0-3,results/celex_lemma_impatient_25runs/summary.csv,0,3,Futrell,IPA,True,False,4,2.2811067687173683,2.7204921875,15.18779564881595,135.32422423362732,1.0,0-3
data/celex_ipa_lemmas/,LSTM,True,False,68,512,2,1.0,0.25,False,0,5,25,0.2,False,3,True,True,200,results/celex_lemma_impatient_25runs/0-3,results/celex_lemma_impatient_25runs/summary.csv,0,3,Futrell,IPA,True,False,5,2.1473611672004065,2.6229111328125,13.775768360258775,134.98013377189636,0.25,0-3
